35.469,2159.0
35.47,2228.0
35.471,2176.0
35.472,2056.0
35.473,1919.0
35.474,1852.0
35.475,1931.0
35.476,2044.0
35.477,2161.0
35.478,2206.0
35.479,2170.0
35.48,2020.0
35.481,1901.0
35.482,1871.0
35.483,1955.0
35.484,2084.0
35.485,2206.0
35.486,2221.0
35.487,2161.0
35.488,2005.0
35.489,1893.0
35.49,1890.0
35.491,1969.0
35.492,2115.0
35.493,2228.0
35.494,2229.0
35.495,2146.0
35.496,1983.0
35.497,1901.0
35.498,1908.0
35.499,2001.0
35.5,2135.0
35.501,2231.0
35.502,2223.0
35.503,2136.0
35.504,1967.0
35.505,1905.0
35.506,1914.0
35.507,2032.0
35.508,2187.0
35.509,2267.0
35.51,2234.0
35.511,2103.0
35.512,1959.0
35.513,1916.0
35.514,1929.0
35.515,2062.0
35.516,2205.0
35.517,2260.0
35.518,2219.0
35.519,2077.0
35.52,1952.0
35.521,1946.0
35.522,1975.0
35.523,2115.0
35.524,2238.0
35.525,2256.0
35.526,2212.0
35.527,2054.0
35.528,1939.0
35.529,1943.0
35.53,1966.0
35.531,2128.0
35.532,2253.0
35.533,2243.0
35.534,2179.0
35.535,2016.0
35.536,1932.0
35.537,1949.0
35.538,1979.0
35.539,2146.0
35.54,2268.0
35.541,2252.0
35.542,2156.0
35.543,1996.0
35.544,1930.0
35.545,1962.0
35.546,2016.0
35.547,2163.0
35.548,2252.0
35.549,2216.0
35.55,2097.0
35.551,1944.0
35.552,1922.0
35.553,1953.0
35.554,2030.0
35.555,2190.0
35.556,2253.0
35.557,2204.0
35.558,2065.0
35.559,1953.0
35.56,1934.0
35.561,1965.0
35.562,2048.0
35.563,2203.0
35.564,2232.0
35.565,2179.0
35.566,2030.0
35.567,1918.0
35.568,1918.0
35.569,1974.0
35.57,2069.0
35.571,2207.0
35.572,2209.0
35.573,2139.0
35.574,1984.0
35.575,1893.0
35.576,1909.0
35.577,1980.0
35.578,2088.0
35.579,2213.0
35.58,2197.0
35.581,2092.0
35.582,1946.0
35.583,1891.0
35.584,1903.0
35.585,1977.0
35.586,2082.0
35.587,2195.0
35.588,2190.0
35.589,2076.0
35.59,1941.0
35.591,1901.0
35.592,1936.0
35.593,2029.0
35.594,2131.0
35.595,2207.0
35.596,2186.0
35.597,2045.0
35.598,1923.0
35.599,1904.0
35.6,1931.0
35.601,2041.0
35.602,2141.0
35.603,2192.0
35.604,2162.0
35.605,2008.0
35.606,1906.0
35.607,1921.0
35.608,1958.0
35.609,2072.0
35.61,2147.0
35.611,2159.0
35.612,2116.0
35.613,1952.0
35.614,1882.0
35.615,1911.0
35.616,1959.0
35.617,2085.0
35.618,2150.0
35.619,2160.0
35.62,2089.0
35.621,1935.0
35.622,1879.0
35.623,1908.0
35.624,1975.0
35.625,2087.0
35.626,2145.0
35.627,2132.0
35.628,2040.0
35.629,1895.0
35.63,1861.0
35.631,1884.0
35.632,1973.0
35.633,2090.0
35.634,2108.0
35.635,2092.0
35.636,1991.0
35.637,1868.0
35.638,1860.0
35.639,1913.0
35.64,2011.0
35.641,2127.0
35.642,2126.0
35.643,2078.0
35.644,1951.0
35.645,1837.0
35.646,1858.0
35.647,1901.0
35.648,2019.0
35.649,2126.0
35.65,2102.0
35.651,2043.0
35.652,1907.0
35.653,1830.0
35.654,1853.0
35.655,1921.0
35.656,2044.0
35.657,2141.0
35.658,2093.0
35.659,2029.0
35.66,1907.0
35.661,1865.0
35.662,1897.0
35.663,1970.0
35.664,2092.0
35.665,2155.0
35.666,2122.0
35.667,2026.0
35.668,1912.0
35.669,1893.0
35.67,1930.0
35.671,2023.0
35.672,2148.0
35.673,2178.0
35.674,2108.0
35.675,1988.0
35.676,1891.0
35.677,1882.0
35.678,1925.0
35.679,2025.0
35.68,2143.0
35.681,2162.0
35.682,2087.0
35.683,1949.0
35.684,1866.0
35.685,1871.0
35.686,1911.0
35.687,2027.0
35.688,2149.0
35.689,2134.0
35.69,2065.0
35.691,1932.0
35.692,1878.0
35.693,1924.0
35.694,1976.0
35.695,2095.0
35.696,2144.0
35.697,2050.0
35.698,1838.0
35.699,1632.0
35.7,1581.0
35.701,1724.0
35.702,1969.0
35.703,2276.0
35.704,2446.0
35.705,2448.0
35.706,2376.0
35.707,2298.0
35.708,2291.0
35.709,2380.0
35.71,2450.0
35.711,2516.0
35.712,2479.0
35.713,2384.0
35.714,2203.0
35.715,2037.0
35.716,1994.0
35.717,1994.0
35.718,2056.0
35.719,2130.0
35.72,2068.0
35.721,1970.0
35.722,1771.0
35.723,1643.0
35.724,1663.0
35.725,1706.0
35.726,1826.0
35.727,1952.0
35.728,1975.0
35.729,1897.0
35.73,1712.0
35.731,1619.0
35.732,1672.0
35.733,1772.0
35.734,1925.0
35.735,2031.0
35.736,1941.0
35.737,1891.0
35.738,1692.0
35.739,1642.0
35.74,1715.0
35.741,1796.0
35.742,1927.0
35.743,2036.0
35.744,1984.0
35.745,1874.0
35.746,1724.0
35.747,1682.0
35.748,1750.0
35.749,1843.0
35.75,1984.0
35.751,2053.0
35.752,1994.0
35.753,1862.0
35.754,1743.0
35.755,1722.0
35.756,1785.0
35.757,1901.0
35.758,2022.0
35.759,2054.0
35.76,2011.0
35.761,1866.0
35.762,1747.0
35.763,1755.0
35.764,1816.0
35.765,1939.0
35.766,2060.0
35.767,2067.0
35.768,1993.0
35.769,1824.0
35.77,1723.0
35.771,1752.0
35.772,1823.0
35.773,1958.0
35.774,2062.0
35.775,2034.0
35.776,1956.0
35.777,1785.0
35.778,1719.0
35.779,1739.0
35.78,1844.0
35.781,1978.0
35.782,2054.0
35.783,2033.0
35.784,1921.0
35.785,1779.0
35.786,1741.0
35.787,1758.0
35.788,1886.0
35.789,2035.0
35.79,2099.0
35.791,2059.0
35.792,1925.0
35.793,1795.0
35.794,1784.0
35.795,1820.0
35.796,1959.0
35.797,2105.0
35.798,2151.0
35.799,2107.0
35.8,1960.0
35.801,1849.0
35.802,1861.0
35.803,1902.0
35.804,2067.0
35.805,2202.0
35.806,2204.0
35.807,2157.0
35.808,2001.0
35.809,1916.0
35.81,1923.0
35.811,1966.0
35.812,2123.0
35.813,2257.0
35.814,2242.0
35.815,2165.0
35.816,2011.0
35.817,1946.0
35.818,1966.0
35.819,2028.0
35.82,2177.0
35.821,2269.0
35.822,2254.0
35.823,2161.0
35.824,2008.0
35.825,1957.0
35.826,1977.0
35.827,2046.0
35.828,2210.0
35.829,2279.0
35.83,2240.0
35.831,2117.0
35.832,1969.0
35.833,1946.0
35.834,1976.0
35.835,2076.0
35.836,2246.0
35.837,2274.0
35.838,2225.0
35.839,2076.0
35.84,1974.0
35.841,1965.0
35.842,2000.0
35.843,2108.0
35.844,2267.0
35.845,2279.0
35.846,2205.0
35.847,2061.0
35.848,1963.0
